team_id,points/game,totalYards/game,firstDowns/game,netPassingYards/game,passAttempts/game,passCompletions/game,passingTDs/game,rushingYards/game,rushingAttempts/game,rushingTDs/game,turnovers/game,thirdDownPct,rushingPct,rushingYardsPct,completionPct,rushingYards/attempt,passingYards/attempt,passingYards/completion,points_opp/game,totalYards_opp/game,firstDowns_opp/game,netPassingYards_opp/game,passingAttempts_opp/game,passingCompletions_opp/game,passingTDs_opp/game,rushingYards_opp/game,rushingAttempts_opp/game,rushingTDs_opp/game,turnovers_opp/game,thirdDownPct_opp,rushingPct_opp,rushingYardsPct_opp,completionPct_opp,rushingYards/attempt_opp,passingYards/attempt_opp,passingYards/completion_opp,wins/game,penalties/game,possessionTime/game
Air Force 2005,0.24420013167865615,0.3867142424516673,0.5701248723805101,-0.9534119206150549,-1.8559714823327416,-1.5686047655763078,-0.5417173459764798,1.6103131228334226,2.55774446519427,1.2699828785653147,1.092886978562543,-0.021804814163991163,2.243455357567308,1.5411651682739516,-0.02174442891697824,0.41298155345245807,1.9306351061087037,2.041462984825966,0.7650336959700901,0.7993872770821049,0.8851847799109815,0.9491044833086881,-0.5574770846531182,0.2713133199156707,-0.384976654906902,0.3661898587961311,0.6028747730231165,1.4203051370414004,-0.27851664934543446,0.45037606882817316,0.7382949548665991,-0.09500498551948258,1.495128008062557,0.2055571746848786,1.8642843370873867,0.9570217161290026,-0.7277898294819186,-5.924328948761671e-05,-0.05963666557126481
Air Force 2006,-0.6999488057134955,-0.9680386199678257,-0.12854002715802945,-2.1128632761691257,-2.791610937222795,-2.3764615830672295,-0.959888169317959,1.2708828755301707,2.813356177228807,0.087441092790517,-0.9958506143104625,2.5388113327765596,3.1420185014755906,2.4711958614178986,-0.29056855385807334,-0.1252642534489155,1.4652253164176607,1.778098891642248,-0.21418609587591972,-0.47055923107406117,-0.2960948151696885,-0.19050881288433277,-1.6741379648987702,-0.6589100892868164,0.25721404390918234,-0.4201202675347379,-0.749307077774449,-0.507752169346345,-0.020765180285821288,3.083402282592631,0.7601280822058439,-0.19479778261548433,1.7001321952564012,-0.09937972743432552,1.7920501385534071,0.7238198258011733,-0.8664411580286298,-1.792259946160641,0.5942914411814012
Air Force 2007,0.23344059962860317,0.4197181237187384,0.27909533910980494,-1.8108676187860615,-2.170491969240478,-1.7705689699490381,-1.4316706366775764,2.655357440573418,2.8896927066146865,1.6026539743437194,-0.5474075260587381,0.39197348482502586,2.5876289360655953,2.656617834631146,0.2891366281897933,1.3720952889344815,0.27504066305853603,0.0712712776313816,-0.8246110824788061,-0.2294641298064511,-0.01660139292858229,0.372572310187778,0.3228509939106058,0.19418747299883743,-0.6665525766954923,-0.5367068228327542,0.44748716364656765,-0.5385339260520999,1.5059165979903475,0.36156885142604434,0.05885617447390504,-0.613734190234547,-0.11891904322420135,-0.9218960512555995,0.11408354893639183,0.22557671396083845,0.7760438109093343,-0.9833143234725079,-1.1885783979935645
Air Force 2008,-0.20770021442357015,-0.6790269830995844,-0.6684968212196085,-2.547249614324263,-3.0159554002850646,-2.6405686195546463,-1.4316706366775764,2.012168380407234,3.6021669808828976,0.5734527717792803,-0.7056815572064055,0.5346586588294451,3.4941683266434316,3.112447575936543,-0.9961292405251438,0.23498386920984782,0.4708545712476522,1.2821811874698774,-0.6523908668228199,-0.6975500485380826,-0.27240893192891746,-0.4486424963494424,-0.7190562889464595,-0.6541968430863425,-0.8295702156257299,-0.4130969810710018,0.1873818175162553,-0.1691528455830397,1.8330626933352407,0.8182122675335771,0.6124828727672478,0.04708876699425103,-0.13014518801025385,-0.6247935543971884,0.1516024873650326,0.28045171781474654,0.4240827461369137,-0.3138420840064666,-0.10861947461444295
Air Force 2009,0.20116200347844426,-0.32319705791553216,-0.13067424373534528,-2.372046026834852,-2.849087617842054,-2.5939614954686316,-1.5496162535174807,2.3383137764820683,4.08563166699347,1.0308755284745863,-1.4970517129447427,0.7720463819518396,3.41010582786785,3.0912440627710627,-1.5908030630290515,0.3025801319320952,0.5543384841016921,1.9496196836246176,-1.6283054222067455,-1.6112431836893744,-1.977792525264482,-1.831622376589322,-1.6792453535402265,-1.502581159171522,-1.6446584102769126,-0.5966388673233004,-0.46288154780952384,-1.0310420333441799,1.9966357410076876,-1.4267261822973423,0.9487115636336781,0.7955868853519854,-0.30240870647860213,-0.5387228412307302,-0.7927129263794378,-0.7441790597530078,0.4240827461369137,-0.9833143234725079,1.2600088886199259
Air Force 2010,0.3625549842292393,0.5206968862709702,0.5095907294602031,-1.9162532353210457,-2.682219835399043,-2.423068707153244,-1.077833786157863,2.7934003756562547,3.2332070888511457,2.1744324202128524,-0.7056815572064055,1.8457443241681837,3.1157171098774863,2.707249342491878,-1.2202304593505082,1.282954323291834,1.7997579396371828,3.0729866289157446,-0.8246110824788061,-0.5626778346662562,-0.4997934110403254,-2.1249133789240435,-1.822252235501,-1.8702143628084327,-1.6446584102769126,1.0477466033860672,1.0977505289723468,0.44648228853206073,0.03375916893832741,1.4978778844912248,1.952829843050028,2.4658458126616796,-0.920855917651833,0.7946066331529563,-1.097962840436515,-0.6550212489787915,0.7760438109093343,-1.3180504432055282,-0.053741995228335546
Air Force 2011,0.9328101828820483,0.9738991896303881,0.8937497133775338,-1.50920129145467,-2.281737157535818,-1.8793189261497392,-0.6060513187982457,2.9557145960283813,2.9151382164099795,2.4031437985605053,0.718784723122602,1.2352564795563097,2.6899726749568686,2.4559289820622356,0.20731627527478816,1.6870035321373775,1.6691058986337217,1.5729573887147044,0.2661169500091099,0.07598176631503742,0.3813214455163828,-1.5744287283881044,-2.087836444856723,-1.361183773157325,0.14853561795569112,1.4897454315038465,1.5993822679379468,0.44648228853206073,0.6880513596281141,2.0522072893862533,2.4149164785175503,2.339381248021928,0.8854402305639745,1.036329292160358,0.14081293786805937,-0.5006144351761365,0.07212168136449255,-1.1172087713657157,1.2120909232515982
Air Force 2012,-0.12162395802314638,0.4113032268393866,0.6120331251714907,-2.235044725339373,-2.8713366555011217,-2.5007472472966024,-1.4316706366775764,2.984536747309413,3.945681363119357,1.9457210418651993,1.1936068165656046,1.5281702407861322,3.4094399875168624,3.0252115749303456,-0.7537239486389892,1.0222453118223507,1.2924745183327118,2.006664596832575,0.3579677316923031,0.47002019507782306,0.32447532573853083,-0.5366297970498589,-1.3728020350528545,-0.2582841622465924,-0.08150504154130833,0.980323053334203,1.5808033146429255,0.8158633690011206,-0.9476791170963524,1.546164980361837,1.8477528573532904,1.1045320752058572,1.979846363206024,0.43284103618919356,0.8263399393053849,-0.49328339880711813,-0.2798393834079283,-2.2553115784579862,-0.79537343542071
Air Force 2013,-0.5017940904583523,-0.3898149915437408,-0.43373299771457274,-2.195634895822644,-2.4541671993935954,-2.224988429787682,-1.470985842290878,1.9282301854484407,2.4963475343624455,1.2024090622353263,-1.1673141480537692,0.7615069692973558,2.754020100760134,2.659726730582934,-1.0276837224861881,0.8215780930252213,-0.1915593749673111,0.5352166314131529,1.9998004542793777,1.8600634777519132,2.7830700061306373,0.31541816614306195,-1.1651015636336346,0.4133534213208409,1.3168286969557204,2.2418613752536984,2.813207216546068,2.9603257528353857,-1.9700106650491445,3.597165776822082,2.264175316746318,1.485708741465314,3.035803648016306,1.1936381349710077,1.8078380140262544,-0.17360557063029472,-1.6290234650355417,-1.3571029905077139,-0.889454129330685
Air Force 2014,0.4486312406296631,0.40889897058814245,0.5352013283880261,-1.4986627298011717,-2.2594881198767496,-1.9725331743217687,-0.7239969356381507,2.1335248068536847,3.8438993239381842,1.4882982851698932,-0.7056815572064055,1.233042600563404,2.8580923806591714,2.0959294789084773,-0.4237283118587428,0.2275702955514136,1.6218823453888358,2.068896469934138,-0.36535717406284124,0.21878763982638288,-0.30083199181784215,0.8869596065902121,0.4862874304372057,-0.08860729902955718,-0.014482020974545944,-0.5573084631263794,-0.5371973609896126,-0.41540689922908,-0.6205330217514593,-0.43173072330913204,-0.6545314801377622,-1.0096548073698355,-0.8676161033282678,-0.4372902382350994,0.5693453991274031,1.4593138842052358,1.1280048756817556,-2.121417130564778,0.47208307712390396
Air Force 2015,0.7737228161419791,0.9149090451802322,0.3193405659963822,-1.7330516322910337,-2.795054240670032,-2.5351477436458034,-0.8503672393951907,3.0419643419671094,3.356799564999713,2.2642833188494307,-0.016058992920140104,0.5346586588294432,3.2433793173390617,2.595942041363847,-1.4375207587801984,1.462897579191277,3.17699945445378,5.0008136029916805,-0.164433589130857,-0.46728502233394287,-1.3078203993112252,-0.5504886026546857,-1.0386328925118624,-1.4642018686819542,0.2067562032879183,-0.33577394152739504,-0.7694342771773903,-0.22192157136433416,-0.8308412259017477,-0.4156506515774623,0.2469336990537627,-0.052631509682480704,-1.3320227595176886,0.043922496264570995,0.3815915496372917,1.6716162974790012,0.22296213769553003,-1.906229625022122,0.8240205982788672
Air Force 2016,0.9650887790322077,0.9318247052336236,0.9193603123053545,-1.6844048789440809,-2.8824611743306563,-2.733782867726676,-0.8419425524780546,3.0072910772681216,4.238304725765229,1.9457210418651993,-0.7056815572064055,1.8410618753634018,3.4626770746216966,2.5454747797322317,-2.491631374153073,0.8713499528050219,3.9337672764332385,7.633421803976406,-0.055360785882065465,-0.2757438110369794,-0.8692931895963645,0.6726315664225314,-0.5556198524198614,-1.16322743273745,0.4745708958161643,-1.0798409760283307,-1.001671193365168,-0.04602581876002011,0.197332216610774,0.8391010958717325,-0.2661227558422175,-1.4806542112169707,-1.4407674665020482,-0.9838693301826033,1.487775658608735,3.2846568396610363,1.1280048756817556,-0.7155254276860907,1.5273314573230754
Air Force 2017,0.44235484693379923,0.38245215182446307,1.230955932593856,-2.1071548886068143,-2.839817185484109,-2.6289168385331427,-1.2154370058044184,2.800858739364943,4.274352531308562,2.193491701741823,0.032930588149376314,1.4984243850389263,3.429502973193742,2.853501291670809,-1.903844388607694,0.6511816407562818,1.7272314545394727,3.790429228155266,0.8679309258291972,0.20413240743671576,-0.8503444830037472,-1.6960692915359021,-3.002059011677384,-2.711528809592902,-0.4491957247885104,1.566221217442304,-0.024727899268581138,1.626449628919335,-1.7928065300706604,0.615253424048674,2.3760637042930113,2.29791881706629,-0.7599180510697467,2.297716976834727,1.3711722102670671,2.384484160147412,-0.4851500045251736,-1.7197337868851532,1.2788338035860514
Air Force 2018,0.2675124511204378,0.3511968205582963,0.5095907294602031,-1.743245181509447,-2.5264765717855666,-2.224988429787682,-1.2154370058044184,2.34235899069695,3.5438543542686824,1.5740650520502628,-0.8243870805671561,0.28935375505423105,3.031095961679039,2.3790812436189,-0.6833212892480739,0.6099504611331479,1.7997579396371828,2.5140189528110826,-0.12711920907205987,-0.3631242567889056,-0.942719427642757,0.4425109338214424,-1.1651015636336346,-0.7201822898929673,0.7870213704324517,-1.0125734990089932,-0.930451872400916,-0.24097694456313482,-1.0839899901567247,0.5393794910740536,0.2350695430597513,-1.3012784766614256,0.5229302368917419,-0.9163043389094174,1.9943101024446763,1.9120568950078447,-0.4851500045251736,-1.2845768312322263,1.595434646198206
