team_id,points/game,totalYards/game,firstDowns/game,netPassingYards/game,passAttempts/game,passCompletions/game,passingTDs/game,rushingYards/game,rushingAttempts/game,rushingTDs/game,turnovers/game,thirdDownPct,rushingPct,rushingYardsPct,completionPct,rushingYards/attempt,passingYards/attempt,passingYards/completion,points_opp/game,totalYards_opp/game,firstDowns_opp/game,netPassingYards_opp/game,passingAttempts_opp/game,passingCompletions_opp/game,passingTDs_opp/game,rushingYards_opp/game,rushingAttempts_opp/game,rushingTDs_opp/game,turnovers_opp/game,thirdDownPct_opp,rushingPct_opp,rushingYardsPct_opp,completionPct_opp,rushingYards/attempt_opp,passingYards/attempt_opp,passingYards/completion_opp,wins/game,penalties/game,possessionTime/game
Air Force 2005,30.0,417.27272727272725,22.181818181818183,177.45454545454547,18.636363636363637,11.0,1.2727272727272727,246.54545454545453,53.45454545454545,2.5454545454545454,2.1818181818181817,0.3959731543624161,0.7414880201765447,0.5908496732026144,0.5902439024390244,4.612244897959184,9.521951219512196,16.132231404958677,31.727272727272727,428.54545454545456,22.363636363636363,261.27272727272725,29.454545454545453,19.363636363636363,1.3636363636363635,173.54545454545453,40.18181818181818,2.4545454545454546,1.5454545454545454,0.41333333333333333,0.5770234986945171,0.4049639372083156,0.6574074074074074,4.319004524886878,8.87037037037037,13.492957746478872,0.36363636363636365,5.975924458124997,0.5032098765432099
Air Force 2006,23.25,330.5833333333333,20.083333333333332,109.75,12.166666666666666,7.0,1.0,229.33333333333334,55.0,1.75,1.1666666666666667,0.5459770114942529,0.8188585607940446,0.6937232165364255,0.5753424657534247,4.16969696969697,9.02054794520548,15.678571428571429,25.166666666666668,354.6666666666667,19.166666666666668,222.41666666666666,25.25,16.833333333333332,1.6666666666666667,141.25,34.583333333333336,1.25,1.6666666666666667,0.5602836879432623,0.5779944289693594,0.3982612781954887,0.6666666666666666,4.0843373493975905,8.808580858085808,13.212871287128714,0.3333333333333333,3.9166666666666665,0.5297453703703704
Air Force 2007,29.923076923076923,419.38461538461536,21.307692307692307,127.38461538461539,16.46153846153846,10.0,0.6923076923076923,299.53846153846155,55.46153846153846,2.769230769230769,1.3846153846153846,0.4202127659574468,0.7711229946524064,0.7142333088774763,0.6074766355140188,5.400832177531207,7.738317757009347,12.73846153846154,21.076923076923077,368.6923076923077,19.923076923076923,241.6153846153846,32.76923076923077,19.153846153846153,1.2307692307692308,136.46153846153845,39.53846153846154,1.2307692307692308,2.3846153846153846,0.4083769633507854,0.5468085106382979,0.37012309618193195,0.5845070422535211,3.45136186770428,7.373239436619719,12.614457831325302,0.6923076923076923,4.846153846153846,0.4573989898989899
Air Force 2008,26.76923076923077,349.0769230769231,18.46153846153846,84.38461538461539,10.615384615384615,5.6923076923076925,0.6923076923076923,266.9230769230769,59.76923076923077,2.076923076923077,1.3076923076923077,0.4285714285714286,0.8491803278688524,0.7646540326134861,0.5362318840579711,4.465894465894466,7.949275362318841,14.824324324324325,22.23076923076923,341.46153846153845,19.23076923076923,213.6153846153846,28.846153846153847,16.846153846153847,1.1538461538461537,141.53846153846155,38.46153846153846,1.4615384615384615,2.5384615384615383,0.43386243386243384,0.5714285714285714,0.4145077720207254,0.584,3.6800000000000006,7.405333333333333,12.680365296803652,0.6153846153846154,5.615384615384615,0.5012222222222222
Air Force 2009,29.692307692307693,371.84615384615387,20.076923076923077,94.61538461538461,11.76923076923077,5.923076923076923,0.6153846153846154,283.46153846153845,62.69230769230769,2.3846153846153846,0.9230769230769231,0.4424778761061947,0.8419421487603306,0.7623086470831609,0.5032679738562091,4.521472392638037,8.03921568627451,15.974025974025974,15.692307692307692,288.3076923076923,14.615384615384615,166.46153846153845,25.23076923076923,14.538461538461538,0.7692307692307693,134.0,35.76923076923077,0.9230769230769231,2.6153846153846154,0.3085714285714286,0.5863808322824716,0.4647812166488794,0.576219512195122,3.7462365591397853,6.597560975609756,11.44973544973545,0.6153846153846154,4.846153846153846,0.5567592592592593
Air Force 2010,30.846153846153847,425.84615384615387,22.0,121.23076923076923,12.923076923076923,6.769230769230769,0.9230769230769231,306.53846153846155,57.53846153846154,3.1538461538461537,1.3076923076923077,0.5053763440860215,0.816593886462882,0.7198338150289018,0.5238095238095238,5.327540106951871,9.38095238095238,17.90909090909091,21.076923076923077,349.3076923076923,18.615384615384617,156.46153846153845,24.692307692307693,13.538461538461538,0.7692307692307693,201.53846153846155,42.23076923076923,1.8461538461538463,1.6923076923076923,0.4717948717948718,0.6310344827586206,0.5769654261175953,0.5482866043613707,4.7723132969034605,6.336448598130841,11.556818181818182,0.6923076923076923,4.461538461538462,0.5034490740740741
Air Force 2011,34.92307692307692,454.84615384615387,23.153846153846153,145.0,15.692307692307692,9.461538461538462,1.2307692307692308,314.7692307692308,55.61538461538461,3.3076923076923075,2.0,0.46961325966850825,0.7799352750809061,0.6920345002536783,0.6029411764705883,5.659751037344399,9.240196078431373,15.32520325203252,28.384615384615383,386.46153846153845,21.0,175.23076923076923,23.692307692307693,14.923076923076923,1.6153846153846154,219.69230769230768,44.30769230769231,1.8461538461538463,2.0,0.5027322404371585,0.6515837104072398,0.5684713375796178,0.6298701298701298,4.958333333333333,7.396103896103895,11.742268041237113,0.5384615384615384,4.6923076923076925,0.5548148148148148
Air Force 2012,27.384615384615383,418.84615384615387,22.307692307692307,102.61538461538461,11.615384615384615,6.384615384615385,0.6923076923076923,316.2307692307692,61.84615384615385,3.0,2.230769230769231,0.48677248677248675,0.8418848167539267,0.7550045913682277,0.5496688741721855,5.11318407960199,8.834437086092715,16.072289156626503,29.0,409.38461538461536,20.846153846153847,210.6153846153846,26.384615384615383,17.923076923076923,1.5068354089180944,198.76923076923077,44.23076923076923,2.076923076923077,1.2307692307692308,0.4744897959183674,0.6263616557734205,0.4855317549793311,0.6793002915451896,4.493913043478261,7.982507288629738,11.75107296137339,0.46153846153846156,3.3846153846153846,0.4733547008547009
Air Force 2013,24.666666666666668,367.5833333333333,19.166666666666668,104.91666666666667,14.5,7.75,0.6666666666666666,262.6666666666667,53.083333333333336,2.5,1.0833333333333333,0.441860465116279,0.785450061652281,0.714577193380186,0.5344827586206896,4.948194662480377,7.235632183908046,13.537634408602152,40.0,490.25,27.5,239.66666666666666,27.166666666666668,19.75,2.1666666666666665,250.58333333333334,49.333333333333336,3.4166666666666665,0.75,0.5889570552147239,0.644880174291939,0.5111337752847187,0.7269938650306749,5.079391891891892,8.822085889570552,12.135021097046414,0.16666666666666666,4.416666666666667,0.46953703703703703
Air Force 2014,31.46153846153846,418.6923076923077,22.076923076923077,145.6153846153846,15.846153846153847,9.0,1.1538461538461537,273.0769230769231,61.23076923076923,2.6923076923076925,1.3076923076923077,0.46948356807511743,0.7944111776447106,0.652213852654786,0.5679611650485437,4.459798994974874,9.189320388349515,16.17948717948718,24.153846153846153,394.7692307692308,19.153846153846153,259.15384615384613,33.38461538461539,18.384615384615383,1.5384615384615385,135.6153846153846,35.46153846153846,1.3076923076923077,1.3846153846153846,0.3641025641025641,0.5150837988826816,0.34353078721745905,0.5506912442396312,3.824295010845987,7.762672811059907,14.09623430962343,0.7692307692307693,3.5384615384615383,0.5247863247863248
